order_id,binario,importo,valuta,chain,chain_id,forwarder,conferme,tx_hash,gas_usato,gas_prezzo_wei,costo_gas_nativo,t0,t1,t2,t3,t4,t5,latenza_conferma,latenza_riconcil,latenza_regolam,stato_ordine,esito,categoria_errore,stato_rimborso,fattura_numero,fattura_uuid,fattura_stato,fattura_accettata,imponibile,imposta,anomalia_orologio
181,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x7fc044c44d180ca0b49c0c5266001749de9c47df3e55d3317d2bf37a07a91a7f,65376,6000000,0.000000392256,2026-08-31T20:48:15.274Z,2026-08-31T20:48:24.000Z,2026-08-31T20:48:30.000Z,2026-08-31T20:48:32.190Z,,,14.726,16.916,,completed,successo,,,84,01a05999-31f2-7541-8839-793a7f5c1abf,sent,0,10.00,0.00,0
182,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xed311c223faf20c2af4dcbaeb6e3a7de3dbe96e49b33d23f5931f2c436d76c27,65364,6000000,0.000000392184,2026-08-31T20:48:15.342Z,2026-08-31T20:48:24.000Z,2026-08-31T20:48:30.000Z,2026-08-31T20:48:32.315Z,,,14.658,16.973,,completed,successo,,,85,01a05999-3bd1-7fb8-bb75-2f5dc68d254f,sent,0,10.00,0.00,0
183,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x7d72b224f323865bd334574da363dc269282bc11d80ea3d509cff3157f52018e,65388,6000000,0.000000392328,2026-08-31T20:48:15.411Z,2026-08-31T20:48:26.000Z,2026-08-31T20:48:32.000Z,2026-08-31T20:48:37.006Z,,,16.589,21.595,,completed,successo,,,86,01a05999-5382-7835-bf7e-54f4dcd0c0e4,sent,0,25.00,0.00,0
184,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xd40f558e69a9432fb8f143ae9b5709bee58e8df00ebfb5390550856ec53c66a9,65388,6000000,0.000000392328,2026-08-31T20:48:15.481Z,2026-08-31T20:48:26.000Z,2026-08-31T20:48:32.000Z,2026-08-31T20:48:37.167Z,,,16.519,21.687,,completed,successo,,,87,01a05999-5d9b-79c6-a6e7-f6d43880f287,sent,0,25.00,0.00,0
185,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x58b2e81cb49b9bc6c8c7840a8008a1c9b581b297d8e385e96458f50d4e0793ff,65388,6000000,0.000000392328,2026-08-31T20:48:15.552Z,2026-08-31T20:48:28.000Z,2026-08-31T20:48:34.000Z,2026-08-31T20:48:37.314Z,,,18.448,21.762,,completed,successo,,,88,01a05999-67e6-701b-94a7-aa2812e1171e,sent,0,25.00,0.00,0
186,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x1694b345dae272e69883bf0728fb427450f061c07089f7b0c4e26d1b3c062e98,65388,6000000,0.000000392328,2026-08-31T20:48:15.627Z,2026-08-31T20:48:28.000Z,2026-08-31T20:48:34.000Z,2026-08-31T20:48:37.437Z,,,18.373,21.809,,completed,successo,,,89,01a05999-705f-74de-8228-4dc7db5b82e6,sent,0,25.00,0.00,0
187,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xf7926a0a6f97000e6b423464ea00ad9c0b38954e26698f5400e71a8576329842,65388,6000000,0.000000392328,2026-08-31T20:48:15.693Z,2026-08-31T20:48:30.000Z,2026-08-31T20:48:36.000Z,2026-08-31T20:48:42.997Z,,,20.307,27.305,,completed,successo,,,90,01a05999-79ce-7126-9222-993288becd78,sent,0,50.00,0.00,0
188,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xf8e53dad8355dcd8b0c4b08495946ca166c915f473066bbe72035abf124cea94,65388,6000000,0.000000392328,2026-08-31T20:48:15.758Z,2026-08-31T20:48:30.000Z,2026-08-31T20:48:36.000Z,2026-08-31T20:48:43.155Z,,,20.242,27.397,,completed,successo,,,91,01a05999-889d-7b3d-a705-9796d95869c9,sent,0,50.00,0.00,0
189,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x53c720898fe6bbc3501164cf694577f9d293f6a0e39442a638a5778f867f37f4,65388,6000000,0.000000392328,2026-08-31T20:48:15.825Z,2026-08-31T20:48:32.000Z,2026-08-31T20:48:38.000Z,2026-08-31T20:48:43.285Z,,,22.175,27.46,,completed,successo,,,92,01a05999-938b-7617-8fe0-9962c2628733,sent,0,50.00,0.00,0
190,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xdec598f084f684fc927b18e53490ceabe3f52e9b133a8210434915995ee9b018,65388,6000000,0.000000392328,2026-08-31T20:48:15.896Z,2026-08-31T20:48:32.000Z,2026-08-31T20:48:38.000Z,2026-08-31T20:48:43.415Z,,,22.104,27.519,,completed,successo,,,93,01a05999-9d46-7bd6-8dfd-de63ea58270c,sent,0,50.00,0.00,0
191,stablecoin,100.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x0bb658b539a01985d8dd5c51a6ba76cc04cc34a51026b0e9f4b30d604f426400,65388,6000000,0.000000392328,2026-08-31T20:48:15.968Z,2026-08-31T20:48:34.000Z,2026-08-31T20:48:40.000Z,2026-08-31T20:48:43.678Z,,,24.032,27.71,,completed,successo,,,94,01a05999-a873-7870-9c3e-3e4aee403883,sent,0,100.00,0.00,0
192,stablecoin,100.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x959bb6d7a1d2c9ac333c030d1eac1df7db9972da5dbca437c7a33e6689efe905,65388,6000000,0.000000392328,2026-08-31T20:48:16.036Z,2026-08-31T20:48:34.000Z,2026-08-31T20:48:40.000Z,2026-08-31T20:48:43.824Z,,,23.964,27.788,,completed,successo,,,95,01a05999-b25e-7b60-a5b9-c499271d455c,sent,0,100.00,0.00,0
193,stablecoin,100.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xccc0136fa64e36cc2dda8957bf390f23e28e12da67919cfb05c377fa1c8aa05c,65388,6000000,0.000000392328,2026-08-31T20:48:16.112Z,2026-08-31T20:48:38.000Z,2026-08-31T20:48:44.000Z,2026-08-31T20:48:47.570Z,,,27.888,31.459,,completed,successo,,,96,01a05999-bc55-70b5-9074-ea77346842f2,sent,0,100.00,0.00,0
194,stablecoin,100.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xaa870ef2e3fa036adb46b3109e89f46efa1e132975c905a1c53a98f0901ddd1f,60588,6000000,0.000000363528,2026-08-31T20:48:16.189Z,2026-08-31T20:48:38.000Z,2026-08-31T20:48:44.000Z,2026-08-31T20:48:47.719Z,,,27.811,31.53,,completed,successo,,,97,01a05999-c58a-729a-b725-f4a69802c384,sent,0,100.00,0.00,0
195,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x8fb9b32b6d0c3215f72e092d89b37be297c728945dfed4e8fc53e2799956c1eb,65376,6000000,0.000000392256,2026-08-31T21:29:30.184Z,2026-08-31T21:29:38.000Z,2026-08-31T21:30:02.000Z,2026-08-31T21:30:06.494Z,,,31.816,36.31,,completed,successo,,,,,,0,10.00,0.00,0
196,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x01a58e98d3894975e047cfbbe6b8f9714e547d0cef8653677ac7af8520d6e236,65376,6000000,0.000000392256,2026-08-31T21:29:30.261Z,2026-08-31T21:29:38.000Z,2026-08-31T21:30:02.000Z,2026-08-31T21:30:08.047Z,,,31.739,37.786,,completed,successo,,,,,,0,10.00,0.00,0
197,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x63b1128c9cc19a6be1eb8cf51bfdaf8c4f48f609cfa3f874c78632356ceaa995,65388,6000000,0.000000392328,2026-08-31T21:29:30.337Z,2026-08-31T21:29:40.000Z,2026-08-31T21:30:04.000Z,2026-08-31T21:30:08.475Z,,,33.663,38.137,,completed,successo,,,,,,0,25.00,0.00,0
198,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x936aaa9606dc07e1ce94688624d37dac2840573b64459403b24e5b162b29bb00,65388,6000000,0.000000392328,2026-08-31T21:29:30.404Z,2026-08-31T21:29:40.000Z,2026-08-31T21:30:04.000Z,2026-08-31T21:30:08.768Z,,,33.596,38.364,,completed,successo,,,,,,0,25.00,0.00,0
199,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xc87584ef0e8acc114488092b2bb86a22c15ab4f7ce03f95e2e6fb2f63cfb6fc2,65376,6000000,0.000000392256,2026-08-31T21:29:30.471Z,2026-08-31T21:29:42.000Z,2026-08-31T21:30:06.000Z,2026-08-31T21:30:14.577Z,,,35.529,44.106,,completed,successo,,,,,,0,50.00,0.00,0
200,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xf9c31e032cb05b81be6291eb6fe23050344a2b8d4a6d7c1f7d9afc314f0bd2e9,60588,6000000,0.000000363528,2026-08-31T21:29:30.546Z,2026-08-31T21:29:42.000Z,2026-08-31T21:30:06.000Z,2026-08-31T21:30:14.914Z,,,35.454,44.368,,completed,successo,,,,,,0,50.00,0.00,0
201,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x84d3c9e7635ea86850d9940228d171728c27be11d705a2f290a7029d7253c1eb,65364,6000000,0.000000392184,2026-08-31T21:33:21.029Z,2026-08-31T21:33:28.000Z,2026-08-31T21:33:52.000Z,2026-08-31T21:33:54.409Z,2026-08-31T21:33:54.488Z,2026-08-31T21:33:58.142Z,30.971,33.38,37.113,completed,successo,,processed,,,,0,10.00,0.00,0
202,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xa38ccd7e7417d44ca3e1066dd1575b6825efc7139b938e4ca946f03bd97f5c96,65376,6000000,0.000000392256,2026-08-31T21:33:21.100Z,2026-08-31T21:33:30.000Z,2026-08-31T21:33:54.000Z,2026-08-31T21:34:01.596Z,2026-08-31T21:34:01.680Z,2026-08-31T21:34:04.332Z,32.9,40.495,43.232,completed,successo,,processed,,,,0,10.00,0.00,0
203,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xcb44d1fa05359cc520c12fa6903341457089ff0d9517456e1e4f2918c3921b1f,65388,6000000,0.000000392328,2026-08-31T21:33:21.170Z,2026-08-31T21:33:30.000Z,2026-08-31T21:33:54.000Z,2026-08-31T21:34:02.178Z,2026-08-31T21:34:02.261Z,2026-08-31T21:34:04.194Z,32.83,41.008,43.024,completed,successo,,processed,,,,0,25.00,0.00,0
204,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x423770cecdc8833b2c8c1fe621e8b66ca9db26d053ca493e07102077a7395aea,65388,6000000,0.000000392328,2026-08-31T21:33:21.247Z,2026-08-31T21:33:32.000Z,2026-08-31T21:33:56.000Z,2026-08-31T21:34:02.837Z,,,34.753,41.59,,completed,successo,,,,,,0,25.00,0.00,0
205,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x0d0923911d28bd7e992df1051eeff5dc8057d8a2574e6f41ef451dd94e7603ec,65388,6000000,0.000000392328,2026-08-31T21:33:21.318Z,2026-08-31T21:33:34.000Z,2026-08-31T21:33:58.000Z,2026-08-31T21:34:03.377Z,2026-08-31T21:34:03.454Z,2026-08-31T21:34:06.190Z,36.682,42.06,44.872,completed,successo,,processed,,,,0,50.00,0.00,0
206,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x891f3cedc2a7222e6a1e9a74095ac0e208ee9f9d7e524d3f35bb0f86143203c4,60588,6000000,0.000000363528,2026-08-31T21:33:21.390Z,2026-08-31T21:33:36.000Z,2026-08-31T21:34:00.000Z,2026-08-31T21:34:04.030Z,,,38.61,42.64,,completed,successo,,,,,,0,50.00,0.00,0
207,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xd3809b9cba755dd3ee2bdbc67edce627f5f6e5c86fa57ff6eae8b56f07aee5b6,65376,6000000,0.000000392256,2026-08-31T21:36:13.229Z,2026-08-31T21:36:24.000Z,2026-08-31T21:36:48.000Z,2026-08-31T21:36:50.186Z,2026-08-31T21:36:50.261Z,2026-08-31T21:36:52.209Z,34.771,36.958,38.98,completed,successo,,processed,,,,0,10.00,0.00,0
208,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xfb2d0c3050a4e2d95ec47766f767998ea7b3f8af76fbf101c73af5d7eca25fa1,65376,6000000,0.000000392256,2026-08-31T21:36:13.314Z,2026-08-31T21:36:24.000Z,2026-08-31T21:36:48.000Z,2026-08-31T21:36:51.422Z,2026-08-31T21:36:51.481Z,2026-08-31T21:36:54.124Z,34.686,38.109,40.81,completed,successo,,processed,,,,0,10.00,0.00,0
209,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x005ee83eb7f4755837ee5899369baca5cacac3d1c8e98a27c38a6703fe92eb6d,65376,6000000,0.000000392256,2026-08-31T21:36:13.392Z,2026-08-31T21:36:26.000Z,2026-08-31T21:36:50.000Z,2026-08-31T21:36:57.396Z,2026-08-31T21:36:57.486Z,2026-08-31T21:37:00.211Z,36.608,44.004,46.819,completed,successo,,processed,,,,0,25.00,0.00,0
210,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x1a80644e24cfd04aa3f15ec2f4594c3e59b0ef74874ac45c199f85cc975bc65b,65388,6000000,0.000000392328,2026-08-31T21:36:13.459Z,2026-08-31T21:36:26.000Z,2026-08-31T21:36:50.000Z,2026-08-31T21:36:57.910Z,2026-08-31T21:36:58.017Z,2026-08-31T21:37:00.259Z,36.541,44.451,46.8,completed,successo,,processed,,,,0,25.00,0.00,0
211,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0xe54e24c833fdf843c3bd50c1818e7acc3ca0f7d990656b0fc79da31ccd49881c,65388,6000000,0.000000392328,2026-08-31T21:36:13.529Z,2026-08-31T21:36:28.000Z,2026-08-31T21:36:52.000Z,2026-08-31T21:36:58.553Z,2026-08-31T21:36:58.651Z,2026-08-31T21:37:00.411Z,38.471,45.023,46.882,completed,successo,,processed,,,,0,50.00,0.00,0
212,stablecoin,50.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,,0x1382410fa957546259a0e1af91d3a28001ab95604eabb5347113e1728022dde9,60564,6000000,0.000000363384,2026-08-31T21:36:13.596Z,2026-08-31T21:36:30.000Z,2026-08-31T21:36:54.000Z,2026-08-31T21:36:59.261Z,2026-08-31T21:36:59.365Z,2026-08-31T21:37:02.232Z,40.404,45.665,48.636,completed,successo,,processed,,,,0,50.00,0.00,0
213,stablecoin,10.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,12,0x3170695347ca5963b8b289c487367524226dd8050f6aef853a9ac9e8db50085f,65376,6000000,0.000000392256,2026-08-31T21:39:14.425Z,2026-08-31T21:39:24.000Z,2026-08-31T21:39:48.000Z,2026-08-31T21:39:52.175Z,2026-08-31T21:39:52.224Z,2026-08-31T21:39:54.116Z,33.575,37.75,39.691,completed,successo,,processed,,,,0,10.00,0.00,0
214,stablecoin,25.00,EUR,basesepolia,84532,0x91f7b2252256a112fe12ee79ba58e1cb290d21c3,12,0xeb926767053f694660eb1b5bad733e1d1bee2775694ca8edb0e0b545ae2c9019,60588,6000000,0.000000363528,2026-08-31T21:39:14.498Z,2026-08-31T21:39:26.000Z,2026-08-31T21:39:50.000Z,2026-08-31T21:39:53.510Z,2026-08-31T21:39:53.567Z,2026-08-31T21:39:56.244Z,35.502,39.012,41.746,completed,successo,,processed,,,,0,25.00,0.00,0

