campagna,order_id,order_ref,modalita,t_invio,tx_approve,gas_approve,prezzo_approve_wei,l1_fee_approve_wei,tx_pay,gas_pay,prezzo_pay_wei,l1_fee_pay_wei,esito
2026-09-02-finalita-safe,,,allowance,,0x0a1c8ada47a89d0fef5c8520ce9da48cc2c4d6d7c0fbb87becd7190f000c30f8,34299,6000000,6019004906,,,,,approve-lotto
2026-09-02-finalita-safe,1098,0x0814ed1f9bf9c1cc249b96c4fb86a34732cd6efe362eceed83de6f089101edb8,allowance,1788339746.493,,,,,0x9c55c507fd6c7235e7b10341573cfdeb1baa4b68329e4fd5b411345dc9784c12,65388,6000000,6019004906,ok
2026-09-02-finalita-safe,1105,0x23eb8f0f7124b43436217903b82cf9356250a31cc6cdd6a0043a727b91349302,allowance,1788339747.801,,,,,0x0f1367279c75c1f0f2b076018f972a86e64e860f866b6902c8795b6490f1b529,65388,6000000,6019004906,ok
2026-09-02-finalita-safe,1103,0xaac6e08bd3a7385cf5ce0ee6d463bdbfbd81ff1e9db35c583b52a34197855574,allowance,1788339749.411,,,,,0x26c6ed017af11d2ae37a630ac19be2e8e6aa9196b2852ad55388d5b900fe2bed,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1106,0x85dd2c717f67766d834d73d43ecb0b2df1bee0f1fae8c55750beec35480ff1f7,allowance,1788339750.346,,,,,0xdf69826b8ceae4733c57eccbcc35a7ba642bd756df0f67ada70ce43a28f7b3b1,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1096,0xfdfad075bafa035fdb57501f9bcd9ee5759632b1333f877be8133b5268964246,allowance,1788339751.277,,,,,0x32ec301c7501ddba0a6ebc3176bb8b7dd7834c6678cc884b52ea74d9fabe29ea,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1101,0x498aafe025dcf1722b02b9bbd5f52c46a107a372608ffab24ff9148baeb3fbf7,allowance,1788339752.942,,,,,0x6db84837b4fa8208a401688a1eacf654df99c1392b68d15f408d5f0fa11453a7,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1107,0x03d29dbe6ad927fa130fbd8c7ae931fe7f16066f1b3695d721a1a9db1b6a83aa,allowance,1788339753.898,,,,,0xf9dc76e00b68a35ef15795b9598c609ca0037963f09756ae36c5f3850cdb5432,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1102,0xfbca679d8c7fa6e21bce8161b9685c1e9ac9868c9d7bf721e33bfc33be1dca2d,allowance,1788339754.842,,,,,0x69cc8c6c61d6ec46726d1c828ec038fed3216fc6f698d4043e103d8169e2d527,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1108,0x4fc3fd6747b1aada754eb286a42019e2608c3723ab0baf58084f77bb21cd46a2,allowance,1788339758.276,,,,,0xc915b9de853a4e50c27e9403f07af7878453c10beeea0be65be4f78f1a5ffd89,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1109,0xedb0c055139c219c8b5b9c2c5902b682a970c9f43b0e7d49a35d042bb8ac4125,allowance,1788339759.666,,,,,0x2674768a3b968377aa4dbd893bbd0aa1ff9bb2603e2508e5d6f4bb35d7eed619,65388,6000000,12456583707,ok
2026-09-02-finalita-safe,1095,0x013d6924984a7dfe47b13e68ce8ffeb2f08c4ae3540fae31d1611c912cdacb1c,allowance,1788339760.64,,,,,0x9ea430975ba9c8b1eb3da1333faaffe45075bc615d46577d2d165a4923bb5900,65388,6000000,6026657958,ok
2026-09-02-finalita-safe,1099,0xe8edb09a547968a8e9e0d6b7f37192a7ccb5f3ea9d6895954755d38d8e5ed9c4,allowance,1788339761.651,,,,,0x4870f19fa34b95f75a6d7d22923372b65b2291e13b787924326a379b17c6740c,65388,6000000,6276414648,ok
2026-09-02-finalita-safe,1100,0xb9a3bba2af4b94bc161262aee0a4515843fa92657f9c0d1c0d5e8a187049fa06,allowance,1788339762.682,,,,,0x89736d8c97be35da342cddc231bb7c53a8437066d0b4612cf1e1e181e548bb83,65388,6000000,6276414648,ok
2026-09-02-finalita-safe,1104,0x373ed60d88b4ec7502acbf01a711b9525b1e867d8854ff7a61323c7f65940c03,allowance,1788339763.629,,,,,0xd3f4264e1cc0476fe4a72c5b2873d408a7b2e331d98a5882cb553c9606d7cb13,65388,6000000,6276414648,ok
2026-09-02-finalita-safe,1097,0x07043934846b7fff3f3b6be2c9d454b91d421e443acae46f2bd87bb73c2356f9,allowance,1788339764.971,,,,,0x5e3be20ba98ddfc84648326866dce657106d055e0a954a9349fa1262bf961c34,60588,6000000,6276414648,ok
