campagna,order_id,order_ref,modalita,t_invio,tx_approve,gas_approve,prezzo_approve_wei,l1_fee_approve_wei,tx_pay,gas_pay,prezzo_pay_wei,l1_fee_pay_wei,esito
2026-09-02-v2-t2,1174,0x57bb5194ff576dda72a3028daea372c154da2cb9d3d70116258bd6026757a4d4,allowance,1788346457.817,,,,,0x1d711fa5dd4102eaadef954248ea0270e3932ad1a9ce4e4da87626a6d64b7a15,60588,6000000,6040750491,ok
2026-09-02-v2-t2,,,allowance,,0xdd689a6dcc32dd973b3c972b8877a97fc847420bbe9bc9da782b2f911c29806c,34299,6000000,19670812596,,,,,approve-lotto
2026-09-02-v2-t2,1186,0xfc587976112c672b8007b8bab04da87d495894a518d27e3b91eb24696a537770,allowance,1788346530.59,,,,,0x7ff8d591d3692923de1c5b46a3c787cc70a5487e0c16be70d5966d842cd2e377,65388,6000000,6186842666,ok
2026-09-02-v2-t2,1185,0x4892de49216a7bebf1bee6d885dbfc72c53dad125a540067ed19206f145ede62,allowance,1788346531.897,,,,,0xcf33271cc79710f8d8cd785e046319b3af3ddf31efba7635c22cd34d474ac019,65376,6000000,6186842666,ok
2026-09-02-v2-t2,1183,0x98a872b0078b05eefee14a4fcbc810bc15a183deb30aae5a962e5f9980baaf83,allowance,1788346533.257,,,,,0x57eabad44d536f20abc3ea00a382a9f05b16f8867b62fc4859c4528a4bbf67b0,65388,6000000,20291847862,ok
2026-09-02-v2-t2,1184,0x909be1baedca1a75600788c4a492500cebd0911078bd4b968612e2501943a89f,allowance,1788346534.281,,,,,0xc50cefff883f533e25c09a907a0cb749560c30fdc2f021dee6d45887e0b2e9a6,65388,6000000,6186842666,ok
2026-09-02-v2-t2,1181,0xd32abd7fb54fce6f83fb9b8d2701d07af152e006d6964c2ee8756b85c4cccc18,allowance,1788346535.6,,,,,0x9421ce2c088f1c855b0f2b6270c1347ae343dad6f2eee983a19743a2a75c77bb,65388,6000000,6186842666,ok
2026-09-02-v2-t2,1179,0xa791c914a73a661b7377cca2630b8673974a4dab31982b466b0b3661c6ad7948,allowance,1788346536.927,,,,,0xf29bd100198a7947a6cd81b16cdd365ec8255d37ecdc868fe03e30e371c1b904,65376,6000000,11545601188,ok
2026-09-02-v2-t2,1180,0x17d72bf744567912cd19078c8712903a00c8d1bf0642aa50ff5d74ba2d5e24fc,allowance,1788346538.652,,,,,0xe86bddb0a335baddadfb4856a2abe2e3b09b0fb80b429694f01ab14c5362a0c3,65376,6000000,6266801420,ok
2026-09-02-v2-t2,1182,0x7673fd95dc0c6ca68ab679a9f3452dec0cb91bd100b4912f3eb91b38d1d69eb1,allowance,1788346539.62,,,,,0x53157a341eed2b5f2f2d9cfff8bd41bb3db6731f222243074cdc0841296f07a1,60576,6000000,6186842666,ok
2026-09-02-v2-t2,,,allowance,,0xfe325a955a91819bc93c094d9cd33d7dc20e87001d5fea6670605073854e0122,34299,6000000,6697082671,,,,,approve-lotto
2026-09-02-v2-t2,1188,0x1843631b387d79de4ef42159b352801ad62f7b17841b7ed8f67e30a5a349001f,allowance,1788346612.667,,,,,0x3c064efba86bba0132416b0a1efc79f9d2d762e106a8be462cdb9ccfdc317109,65376,6000000,6697082671,ok
2026-09-02-v2-t2,1191,0x0bd6615f97722ad177b4adf93909531a37093a4a3b97eaaf4b0bed380f8c4778,allowance,1788346613.61,,,,,0x7c669fef448854120309255f57bb45a3c35fe532fac817d040354766a9638e28,65388,6000000,6726637360,ok
2026-09-02-v2-t2,1187,0x50a1929e0cd377ef6684f2a78e805f34a3ea0e84aa456749b7117cd03128f9d7,allowance,1788346614.935,,,,,0xe9a1a68b956bafe4df2f97a466d313891d465b6bf674d7eb8c183b3b528add72,65376,6000000,6726637360,ok
2026-09-02-v2-t2,1194,0x10ad23bcf4b5ef14ac979badbc34239ed49675f7a5dcfce0deac39687e7ae6ea,allowance,1788346616.591,,,,,0xc59f1334e0ed9383f9e9b87124cb67bf2d0870852950526d5b32c08e2ef5bc77,65388,6000000,6726637360,ok
2026-09-02-v2-t2,1193,0xf2695f035d8b948620a0eaeb36d061a82024056dc0a2fa062c59af72da1e2e2a,allowance,1788346617.924,,,,,0x02fa7bec8b4ea9f8ac0d03f6d53049b96f82fa80fae2e352e74d5a32d4ea4582,65388,6000000,6726637360,ok
2026-09-02-v2-t2,1190,0x4ee3029571568ff611b09b9201dc2cb6a5d6f5056327ba2e8baedd7fd423c8d9,allowance,1788346619.278,,,,,0xd18f026c723d5a811497fb402b683887bb001908595d7692e4fa7927a33ae587,65388,6000000,6726637360,ok
2026-09-02-v2-t2,1189,0x315ff049bcd5904739ba3afc715103cafc84877d958612898588bc764ebedc9a,allowance,1788346620.254,,,,,0x4353736f4d747191a550e9d3d6ca8faed19f6471085c1bfd101a302ca9e9c181,65388,6000000,35454148074,ok
2026-09-02-v2-t2,1192,0xd0194661fb4ffe9256a582fbb57ac959a057b826682392f70d32612355b04d0d,allowance,1788346621.617,,,,,0xcce638f2bef2a6c13d43ccfa2daf7a23f13e9b7a380f995c1ecf544d08ad1a27,60588,6000000,6726637360,ok
2026-09-02-v2-t2,,,allowance,,0xbb97582a3071207c8b48df8d3c77b9090dc268eb42fb73f6c656be8e675cd5ec,34299,6000000,6769928239,,,,,approve-lotto
2026-09-02-v2-t2,1201,0x250f63db297def7f5ddb2718136f570a4b33fdb835bab88b2742d75914106a79,allowance,1788346706.427,,,,,0x5133563976695de26329fb3985823384d8865542b9656c3c75b768f5954351cb,65388,6000000,6769928239,ok
2026-09-02-v2-t2,1202,0x6c2815c3410db4fec54ad0024016803864351e22ed3d1478140139417fe33e85,allowance,1788346707.819,,,,,0xb13faa152e90af2f5f3389a75ac9a667b90bcce833af86800b92adc7a740d84f,65388,6000000,6769928239,ok
2026-09-02-v2-t2,1199,0x7119330dbef9c30cdd9e1dfc4a3a64c7d48106fdcb6c0f0578cf3013d17ac177,allowance,1788346708.777,,,,,0x5b21615e1fc43c6ff6d6548a751208f43b4bb4953712ebe6b74340ef8a76f9f4,65388,6000000,6769928239,ok
2026-09-02-v2-t2,1195,0x5499944778fe86a4f019d789c3f9d4dbe7bbb1c4e6e5bda6cd0ae35cec818191,allowance,1788346710.145,,,,,0x87a2d13be873dee497f989f36ca935e34cdab92019814c41c3d1c40c9a9e0554,65376,6000000,6821769819,ok
2026-09-02-v2-t2,1198,0x639f9ba9fce61d639923c2fb2005808ba06ba148e690470fabef2be4fd56a431,allowance,1788346711.082,,,,,0x827a3e20879a161ecbaa54e7c5804ff426a9e39656883d958c04dabb6870366b,65388,6000000,6821769819,ok
2026-09-02-v2-t2,1197,0x555587a7498c3ff7f19b3eed101d61401ac8bab228645784d425a96e49da740b,allowance,1788346712.518,,,,,0x51bb6dd459be3428d3b7acf10ec1f4a53e4e181ea159087d5952d322370ec9bf,65388,6000000,6821769819,ok
2026-09-02-v2-t2,1196,0xbb91365b5dc21d346355abbbea5105e86b1dc75ae452ee2ae78de9ea142deed2,allowance,1788346713.449,,,,,0xc22740059ab826bf9df0822ecba0e54dca37993323471776d60044690b63ac79,65388,6000000,12616344825,ok
2026-09-02-v2-t2,1200,0x89d62bc9cdfe0f08fdf1258dddbd9a9a48869d05dc74bee92bda7607890b338f,allowance,1788346714.41,,,,,0x1cb6b714fda8f1b1a8fbc482411a4a3f508273da311ce058a9e74f651cf3b364,60588,6000000,18037434756,ok
2026-09-02-v2-t2,,,allowance,,0x5b03dc7c87e2bf92c8adbd7cf856deb41871ebfcf435e167729deff2c933cbc3,34299,6000000,6299584168,,,,,approve-lotto
2026-09-02-v2-t2,1210,0xc62da54d5521ce3123087cea6d034479582453966445b838612c2c926f0a630e,allowance,1788346798.603,,,,,0xb8d62a832f8a97fab744412988889657b0e283cbfa20a9e159019282f08e1014,65388,6000000,21346670119,ok
2026-09-02-v2-t2,1204,0x4abf1f3486a7e859a9435096303b52c7e248d7ebb4cd856271a5bb743c2d5ce7,allowance,1788346799.684,,,,,0xc68e1011f733e2a36eb7ed276d0ba5c1e17766e3d22eb389a210bfb5a32ed728,65388,6000000,16445940113,ok
2026-09-02-v2-t2,1203,0x3b4492ca4f6cc20eeda490b88e6174ab10c8e04ec90d27def2fd95cd8733d4e9,allowance,1788346801.616,,,,,0x776cbcbc48013a38745f3367292c26b904114f3c8bcd966ab597c8f3dc80771e,65376,6000000,8278056770,ok
2026-09-02-v2-t2,1205,0x6d4173b79d3042b711e8b0873dee76c0e5af5d59ab399f9c40fb7c8b90b084f5,allowance,1788346802.612,,,,,0xff1e99aaeda6c29b0156417e56e9d6841d20b68eff5dc56f83abc942ae5ee546,65388,6000000,9806241396,ok
2026-09-02-v2-t2,1209,0xfc05b9db1d409743136f921eab77ca506529eb22305dcb3ed80c04cec297a60d,allowance,1788346805.919,,,,,0xe6b106efcb80eac688f6e3a94b1507371fdc5afdabeff502d47af49b0f6d661e,65388,6000000,5913788523,ok
2026-09-02-v2-t2,1207,0x32fba2be64182570a7cf7ca0f7238b621f5d960d8215f5ac993a0bc15d93878a,allowance,1788346807.277,,,,,0x3e2a5a9530f9c5faad83df5b125fce50cb92b679dcdb332da24032b4594351fa,65388,6000000,9255161831,ok
2026-09-02-v2-t2,1208,0x7f94b83f25b04c2f417a1652420ff26a959716f1c165bf384ac273a394176a67,allowance,1788346808.631,,,,,0xf0da5977f2bce28b6d69bccc60cf58e64c8890719292c39f1a6c75799e77cb87,65388,6000000,37947089609,ok
2026-09-02-v2-t2,1206,0x136644b04dcd9a6f54b6d2b349afda8d5328b5dd5359cb5888fc05cbe21c7a92,allowance,1788346809.577,,,,,0x56db06b7baded6436c737f88ac6934e48bf836767755fa08f82aa2e76113b937,60588,6000000,5913788523,ok
2026-09-02-v2-t2,,,allowance,,0x4d57a5d6f5e651ec430e1144942d73b34e9a1e0beec72d0c85fa8854cffdfb82,34299,6000000,5769948051,,,,,approve-lotto
2026-09-02-v2-t2,1216,0x300cf698fe38bcd90e02a0231ddf134fc98cd7eec9d1f0d62a0c656780985c01,allowance,1788346894.426,,,,,0x450cab3d273f138fb0bf260793fdaadb720f2e9a909b6aff96cee3a771564017,65388,6000000,5696328698,ok
2026-09-02-v2-t2,1217,0xc5ee538398dbc4ea65a70e28bb101b36da20660535ecb2c4d8f9c3295dbbda17,allowance,1788346895.754,,,,,0xc4ddb5fac050d3041663480fabf60d945a238af87d6b1614b67d88a315497533,65388,6000000,5696328698,ok
2026-09-02-v2-t2,1215,0x3f815193954473e2ea399ab49e70f7d36c76e5ea8e8dbf4bb054acb3713ede42,allowance,1788346897.084,,,,,0x4b88239a6103cfb65be38cc82840e67b1420fc74daace9a67141a760b39710f0,65388,6000000,5696328698,ok
2026-09-02-v2-t2,1211,0x04470452d6e1e0f0aadb6397e51594eac2a09fec673e2898ee647012407b2279,allowance,1788346898.446,,,,,0xbedba735d5cb5fbe6a1badb4da2914033650a059ed10c17f154a495e015edc12,65376,6000000,5696328698,ok
2026-09-02-v2-t2,1214,0x276d287dd7ef0747f4749862796859c7cc670d52a4bb4f083ab677ee34a96091,allowance,1788346899.769,,,,,0xd44f91a5ca5026b2a1f3be006d277dbe0c3b8869e2d0fb336d5e1b2f55b8dde0,65388,6000000,5696328698,ok
2026-09-02-v2-t2,1212,0x4807cd28435eccae4de00fd6a82d13ecd0c1d21be084cc0114801ae6282b2f6c,allowance,1788346901.245,,,,,0x2e31629d769c409781fc5a86bf3b8e2d3db55bd2d79df849f8272c2ab4a131bf,65388,6000000,5803653117,ok
2026-09-02-v2-t2,1218,0x1bbfb3f1990ac20ef3717b7cbef73f6dca97604aec89a2e4f1f42b7cdcee254f,allowance,1788346902.427,,,,,0x3ea4faaaa21f2959f2cbf29193eeec3bb854349cb0c2aca11c5acdd37daab04e,65388,6000000,5803653117,ok
2026-09-02-v2-t2,1213,0x63ced9672ed359695d7bab35512e9e2ca00cf588b9fbcc39a60e819222bc4ddb,allowance,1788346903.839,,,,,0xacf3979e6fd5e0ca429e07b7bd6037a48f898ec823f0fe52505dfae7309f1fc9,60588,6000000,5803653117,ok
2026-09-02-v2-t2,,,allowance,,0x50eeae3e66ae58b28ab83b7720832011ce7c8c4243bd1b18ae68424b3cf2b75d,34299,6000000,6262525390,,,,,approve-lotto
2026-09-02-v2-t2,1219,0xa89cf12286fa79e111688b30e93a4030c76d4e1e9ed9073f31f6014d085d0c3a,allowance,1788346976.974,,,,,0x1ce5eeee64c02dcc301cae07badbe8542b714707ac1c1319201aab0256bd4e15,65376,6000000,5583220531,ok
2026-09-02-v2-t2,1226,0xd43fbf41daf5e97967fbf176cc67672c04d60ffd81a06b0942c96c978c8d63f3,allowance,1788346978.305,,,,,0x4297a9f97c55a7ac3ad671e3c75c053f6ac0954e8f212749a1b26444a9f8403e,65388,6000000,5583220531,ok
2026-09-02-v2-t2,1221,0xbd6e4eb2ffa1e575d489ddeae0a9fb4b53ab99ed97935db64846e8e7081af856,allowance,1788346979.277,,,,,0x92c1f4c9010f2f37089b18ed5c69c0a41b0399f95c144e3bcf6644d495325728,65388,6000000,5583220531,ok
2026-09-02-v2-t2,1223,0xfae6d2179334e33d60b798486c647defdf445bb15cad5eaaf3c7cf962f4eeef7,allowance,1788346980.624,,,,,0xbc00ba124a88a7aa2dc820bad432fe4bd3f0e3bafaf245cfa58cbf0f799efb21,65388,6000000,5583220531,ok
2026-09-02-v2-t2,1225,0xaa79e00b3061d42f0c3439c612167f9e9de16123407483dd6cf985d8c5ce1f5d,allowance,1788346981.952,,,,,0xe1706080ec8efa01171c1c53e59d8730091b336d158338db95e21b0424cc8440,65388,6000000,11773554880,ok
2026-09-02-v2-t2,1220,0x1b472fc225c76aabb9b854b8ab17dba54121d759ff4f169a0994bb763419bce7,allowance,1788346983.066,,,,,0x7dad55e66ea4678d27fc4d74e18571371380d6639cd27553c05f006ca997cf86,65388,6000000,5583220531,ok
2026-09-02-v2-t2,1222,0x45e4b5851048bb74559861e70187e32f457cf9dbe120450b2232c1374e31de2f,allowance,1788346984.441,,,,,0x536c4fe48ca0965bd54fbbfd1c894308a97a3e258806e0dd66ff0429688e7b63,65388,6000000,5583220531,ok
2026-09-02-v2-t2,1224,0xe348771413a872728285f2aa14be5982d0ec906aa345abfbef938c8037025d9e,allowance,1788346985.797,,,,,0x9c0191877f94726016f4b3b631146f82fc1138752d5c3854ef979de01b2c5de5,60588,6000000,5824398002,ok
2026-09-02-v2-t2,,,allowance,,0x509fb4375b22c1065dca486bc2176eb14c3ffda142300f4f497f7b4ac974c32c,34299,6000000,5739269788,,,,,approve-lotto
2026-09-02-v2-t2,1231,0xa42d2a66f18510ca4e359ab52b0e9b165e694bceeb6cb91af1eebf136e41fc20,allowance,1788347070.441,,,,,0x2ff11035ccd144979c7e16b5da6338b1eb986c7d21ae62f4e7170041ef57614e,65388,6000000,22232519300,ok
2026-09-02-v2-t2,1232,0x12f9e458bb90759c673889a54e0ccbc75b1c69148b2be28bd097d8957ef97614,allowance,1788347071.763,,,,,0x49ba70026b03a7f7cdb678a23a924472e5ea9fc5263f34ac1d723a0dcbb6d668,65388,6000000,5739269788,ok
2026-09-02-v2-t2,1230,0xd38fa0dd375d9778a7751dd2deeda7a5885a2ab0a5fdc2b5be98dcab22f94314,allowance,1788347073.12,,,,,0x275c7b30955af8fc505b7de9a0214be40d973656a7869c36379e30166519f1c7,65388,6000000,5739269788,ok
2026-09-02-v2-t2,1234,0x92cfdc5c8048ffe12f1a5af5ae2af9b06d7bdd435c052c5c518f313871a7c1bd,allowance,1788347074.52,,,,,0xf5de36838dbd9636c1a49cd1c5ea4c48ffe9cdf34ec083afb72b53e94847f360,65388,6000000,5739269788,ok
2026-09-02-v2-t2,1233,0x92f562a0db575e1b052e95738d7a919f47c96ffce49dadd04f8830265e89eff1,allowance,1788347075.495,,,,,0x1ca3289689669c723f50935d2246150a43e7b097a9aa0dd4a951cc5895b0a7c1,65388,6000000,12294658001,ok
2026-09-02-v2-t2,1227,0x4a8d9fc7b1aedc86a1d457f2b47bc7fcbf15a6e5f48f2ad035bb3138f0ac9793,allowance,1788347076.541,,,,,0x407665b1e1f7ff1c9d9fe5922091b7e4c0e39edc81ba1f12f7f9e218ad706e98,65376,6000000,5739269788,ok
2026-09-02-v2-t2,1229,0xb52ee5fb9cbff1cb8a8546258190d989468f71248fd1f89c73d5a997ca7d43a9,allowance,1788347077.499,,,,,0x3b27649d32a589e6a8955036e81b6a43e9090a96e5e0e225ea727de9174cc828,65388,6000000,5739269788,ok
2026-09-02-v2-t2,1228,0x26a9830a0547c43f5f3eddf2bbe2e1119dbd930a59879d8694a91f654fe6efa0,allowance,1788347078.446,,,,,0xacb386bf518af92b70c91a85dedc845cba8b684bcd34a3c97186b6f745cf93ea,60588,6000000,5739269788,ok
2026-09-02-v2-t2,,,allowance,,0xae90c8d49d0747cd99a73e0af9562b19f770372020d6bce429547aecf819ea2e,34299,6000000,6123151940,,,,,approve-lotto
2026-09-02-v2-t2,1236,0x7c8bc24451e806e856bb3de7784ce53da8e240ea17a9809ed23e14a06c2a258a,allowance,1788347156.265,,,,,0x1eee1242863951c45c4be8c3e54d0b308cfbfcf617b67c6d6e92473a94ba7599,65388,6000000,6123151940,ok
2026-09-02-v2-t2,1237,0x59e761e265360599fc00889a78cb2a24f170520a15a19a83c42a8e4bae447d58,allowance,1788347157.592,,,,,0xa8fc6aed2acb0e0123545edfb4f2f4d3bf00956674eec38a5555b6064281961b,65376,6000000,6123151940,ok
2026-09-02-v2-t2,1235,0xc2b614a0f8796301419f0d902c90e812b6ccbde6086355a1fde7f7e160fb1588,allowance,1788347158.951,,,,,0xc1df616a97269e6b170c02ac909c01135b174edb15a113e5cd558af9dc77beb2,65376,6000000,6123151940,ok
2026-09-02-v2-t2,1240,0xdf6737217db9afd30a32860f541d529001086fc776338dd1292fa8e542c82eb7,allowance,1788347161.969,,,,,0x7b8e83344f23ad0a9d3b388019568412555e86f248679224ea124f0f4d61a83e,65388,6000000,6123151940,ok
2026-09-02-v2-t2,1238,0xd1eb80847cb0b24e517865afaf81bc3a89206ddc95d12524bfc39d96e15b26a4,allowance,1788347162.899,,,,,0xb2824c9aee6e4406f6c17b8afbbca8f46475ff0483746984693c73d91df06b15,65388,6000000,6123151940,ok
2026-09-02-v2-t2,1241,0x5f3c3a0e98e5213c3903a5a03ef518e41800dea3b1c863c091e873ebdad3d431,allowance,1788347164.593,,,,,0x88ecaac93ab52e75c50773a8f25baa9cda5ebc623142a1ca3235de0f4576e2ec,65376,6000000,6123151940,ok
2026-09-02-v2-t2,1239,0xbefd6a0f6e70e0d365d221b27b2275fa0ef21770472ca5772532b01ba05c3725,allowance,1788347165.937,,,,,0x2e10040770676ed1a021d63cc121cbec12d0ac70a43b2c4f20e4ecb8c4baa53b,65388,6000000,5920316495,ok
2026-09-02-v2-t2,1242,0x548f8b68f0b143f33b2ec3ba1888d67d2230f88ae57ca07359b711cf42c4ec8c,allowance,1788347167.259,,,,,0x571febdc9e067dd69419637c875abd4d62a3708c1423b1bad12209fb398dee40,60588,6000000,5920316495,ok
